State,Data Item,Value,CV (%)
ALABAMA,"PRACTICES, ORGANIC, CONSERVATION TILLAGE, NO-TILL OR MINIMUM TILL - NUMBER OF OPERATIONS",9,32.9
ALABAMA,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - NUMBER OF OPERATIONS",8,78.6
ALABAMA,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - NUMBER OF OPERATIONS",8,50.3
ALABAMA,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - OPERATIONS, MEASURED IN PCT OF OPERATIONS",36,48.9
ALABAMA,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - OPERATIONS, MEASURED IN PCT OF OPERATIONS",73,24.1
ALABAMA,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - NUMBER OF OPERATIONS",6,20.4
ALABAMA,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - NUMBER OF OPERATIONS",6,31.2
ALABAMA,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",28,31.9
ALABAMA,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",55,34.9
ALABAMA,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - NUMBER OF OPERATIONS",8,5
ALABAMA,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - NUMBER OF OPERATIONS",3,15.6
ALABAMA,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - NUMBER OF OPERATIONS",5,10.1
ALABAMA,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",36,8.5
ALABAMA,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",27,10.4
ALABAMA,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",45,11.6
ALABAMA,"PRACTICES, ORGANIC, CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE - NUMBER OF OPERATIONS",19,42.8
ALABAMA,"PRACTICES, ORGANIC, CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE - NUMBER OF OPERATIONS",12,5.4
ALABAMA,"PRACTICES, ORGANIC, CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE - NUMBER OF OPERATIONS",7,14.4
ALABAMA,"PRACTICES, ORGANIC, FREE RANGE ANIMAL PRODUCTION - NUMBER OF OPERATIONS",1,5.9
ALABAMA,"PRACTICES, ORGANIC, FREE RANGE ANIMAL PRODUCTION - NUMBER OF OPERATIONS",1,9.3
ALABAMA,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - ACRES",98,17.1
ALABAMA,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - ACRES",46,9.2
ALABAMA,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - ACRES",52,10.1
ALABAMA,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - NUMBER OF OPERATIONS",13,9.3
ALABAMA,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - NUMBER OF OPERATIONS",7,18.7
ALABAMA,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - NUMBER OF OPERATIONS",6,20.3
ALABAMA,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, NATIONAL ORGANIC CERTIFICATION COST SHARE - NUMBER OF OPERATIONS",9,21.2
ALABAMA,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, NATIONAL ORGANIC CERTIFICATION COST SHARE - NUMBER OF OPERATIONS",9,5.4
ALABAMA,"PRACTICES, ORGANIC, GREEN OR ANIMAL MANURES USED - NUMBER OF OPERATIONS",18,14.3
ALABAMA,"PRACTICES, ORGANIC, GREEN OR ANIMAL MANURES USED - NUMBER OF OPERATIONS",7,10.6
ALABAMA,"PRACTICES, ORGANIC, GREEN OR ANIMAL MANURES USED - NUMBER OF OPERATIONS",11,9.1
ALABAMA,"PRACTICES, ORGANIC, MULCH OR COMPOST, PRODUCED OR USED - NUMBER OF OPERATIONS",25,11.4
ALABAMA,"PRACTICES, ORGANIC, MULCH OR COMPOST, PRODUCED OR USED - NUMBER OF OPERATIONS",12,12.4
ALABAMA,"PRACTICES, ORGANIC, MULCH OR COMPOST, PRODUCED OR USED - NUMBER OF OPERATIONS",13,48
ALABAMA,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",12,5.8
ALABAMA,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",8,16
ALABAMA,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",4,9
ALABAMA,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",24,7.5
ALABAMA,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",11,22.6
ALABAMA,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",13,27.5
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - NUMBER OF OPERATIONS",2,6.3
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - NUMBER OF OPERATIONS",2,9.8
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - OPERATIONS, MEASURED IN PCT BY PRACTICE",9,18.9
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - OPERATIONS, MEASURED IN PCT BY PRACTICE",15,10.1
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - NUMBER OF OPERATIONS",4,10.9
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - NUMBER OF OPERATIONS",4,10.1
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",15,19.5
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",32,22.2
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - NUMBER OF OPERATIONS",4,22.5
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - NUMBER OF OPERATIONS",2,10.2
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - NUMBER OF OPERATIONS",2,36.5
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - OPERATIONS, MEASURED IN PCT BY PRACTICE",15,18.8
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - OPERATIONS, MEASURED IN PCT BY PRACTICE",15,20.5
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - OPERATIONS, MEASURED IN PCT BY PRACTICE",15,14.8
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - NUMBER OF OPERATIONS",12,26.4
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - NUMBER OF OPERATIONS",7,33
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - NUMBER OF OPERATIONS",5,11
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",46,20.6
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",54,10.8
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",38,29.3
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - NUMBER OF OPERATIONS",4,36.8
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - NUMBER OF OPERATIONS",4,20.5
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",15,22.7
ALABAMA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",31,19.6
ALABAMA,"PRACTICES, ORGANIC, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",1,29.9
ALABAMA,"PRACTICES, ORGANIC, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",1,21.4
ALABAMA,"PRACTICES, ORGANIC, SUFFICIENT SEED ACQUIRED - NUMBER OF OPERATIONS",18,34.4
ALABAMA,"PRACTICES, ORGANIC, SUFFICIENT SEED ACQUIRED - NUMBER OF OPERATIONS",7,14.8
ALABAMA,"PRACTICES, ORGANIC, SUFFICIENT SEED ACQUIRED - NUMBER OF OPERATIONS",11,10.7
ALABAMA,"PRACTICES, ORGANIC, WATER MGMT PRACTICES USED - NUMBER OF OPERATIONS",22,82.2
ALABAMA,"PRACTICES, ORGANIC, WATER MGMT PRACTICES USED - NUMBER OF OPERATIONS",11,9.4
ALABAMA,"PRACTICES, ORGANIC, WATER MGMT PRACTICES USED - NUMBER OF OPERATIONS",11,9.8
ALABAMA,TENANTS - NUMBER OF TENANTS,33471,22.1
ALABAMA,TENANTS - NUMBER OF TENANTS,19931,21.1
ALABAMA,TENANTS - NUMBER OF TENANTS,4036,24.3
ALABAMA,TENANTS - NUMBER OF TENANTS,3252,38.2
ALABAMA,TENANTS - NUMBER OF TENANTS,5427,14.9
ALABAMA,TENANTS - NUMBER OF TENANTS,27128,16.6
ALABAMA,TENANTS - NUMBER OF TENANTS,4915,23.3
ALABAMA,TENANTS - NUMBER OF TENANTS,1055,16.3
ALABAMA,TENANTS - NUMBER OF TENANTS,7991,7.2
ALABAMA,TENANTS - NUMBER OF TENANTS,6047,48.3
ALABAMA,TENANTS - NUMBER OF TENANTS,9233,6.5
ALABAMA,TENANTS - NUMBER OF TENANTS,2915,7.3
ALABAMA,TENANTS - NUMBER OF TENANTS,6229,13.2
ALABAMA,TENANTS - NUMBER OF TENANTS,28555,1.5
ALABAMA,TENANTS - NUMBER OF TENANTS,17957,0.6
ALABAMA,TENANTS - NUMBER OF TENANTS,3505,7.6
ALABAMA,TENANTS - NUMBER OF TENANTS,2270,27.8
ALABAMA,TENANTS - NUMBER OF TENANTS,4137,31.9
ALABAMA,TENANTS - NUMBER OF TENANTS,27370,2.7
ALABAMA,TENANTS - NUMBER OF TENANTS,3823,10.2
ALABAMA,TENANTS - NUMBER OF TENANTS,24068,10.3
ALABAMA,TENANTS - NUMBER OF TENANTS,23611,23.5
ALABAMA,TENANTS - NUMBER OF TENANTS,3938,5.1
ALABAMA,TENANTS - NUMBER OF TENANTS,864,6.1
ALABAMA,TENANTS - NUMBER OF TENANTS,6502,6.3
ALABAMA,TENANTS - NUMBER OF TENANTS,5048,3.6
ALABAMA,TENANTS - NUMBER OF TENANTS,8293,4.1
ALABAMA,TENANTS - NUMBER OF TENANTS,2014,18.3
ALABAMA,TENANTS - NUMBER OF TENANTS,5834,14.8
ALABAMA,TENANTS - NUMBER OF TENANTS,4916,8.5
ALABAMA,TENANTS - NUMBER OF TENANTS,1974,7
ALABAMA,TENANTS - NUMBER OF TENANTS,1290,1.7
ALABAMA,TENANTS - NUMBER OF TENANTS,3518,37.5
ALABAMA,TENANTS - NUMBER OF TENANTS,1489,8.2
ALABAMA,TENANTS - NUMBER OF TENANTS,999,3.6
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",29994,11.7
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",19066,8.9
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",2963,20.6
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",2568,148.4
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",4991,4.1
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",27128,5.1
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",2457,15.8
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",646,7
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",7012,25
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",5179,17.5
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",8864,12.5
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",2459,8.4
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",5834,12
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",25847,9.4
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",17092,46.9
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",2713,10.4
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",1854,19.2
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",3898,16
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",24987,25.7
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",3080,23.7
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",22124,58.4
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",23611,13.6
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",1969,9.6
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",478,5.1
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",5720,15.5
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",4462,11.5
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",7924,8.3
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",1826,6
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",5438,18.9
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",4147,10.2
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",1974,26.8
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",1093,26.8
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",3518,23.1
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",1292,7.8
ALABAMA,"TENANTS - TENANTS, MEASURED IN COUNT",718,45
ALABAMA,"TENANTS, FIRST - ACRES RENTED",2127084,46.5
ALABAMA,"TENANTS, FIRST - ACRES RENTED",1673424,61.7
ALABAMA,"TENANTS, FIRST - ACRES RENTED",453660,(H)
ALABAMA,"TENANTS, FIRST - AREA RENTED, MEASURED IN COUNT",29994,10.1
ALABAMA,"TENANTS, FIRST - AREA RENTED, MEASURED IN COUNT",25847,5.2
ALABAMA,"TENANTS, FIRST - AREA RENTED, MEASURED IN COUNT",4147,4.7
ALABAMA,"TENANTS, FIRST - YEARS RENTED TO TENANT, AVG, MEASURED IN COUNT",29994,17.6
ALABAMA,"TENANTS, FIRST - YEARS RENTED TO TENANT, AVG, MEASURED IN COUNT",25847,101.3
ALABAMA,"TENANTS, FIRST - YEARS RENTED TO TENANT, AVG, MEASURED IN COUNT",4147,116.6
ALABAMA,"TENANTS, FIRST - YEARS RENTED TO TENANT, AVG, MEASURED IN YEARS",11.3,5.5
ALABAMA,"TENANTS, FIRST - YEARS RENTED TO TENANT, AVG, MEASURED IN YEARS",11.8,83.2
ALABAMA,"TENANTS, FIRST - YEARS RENTED TO TENANT, AVG, MEASURED IN YEARS",8.3,88.5
ALABAMA,"TENANTS, FIRST, LANDLORD LIVES IN SAME COUNTY AS MAJORITY OF AG LAND, RENTED TO TENANT - ACRES RENTED",833380,(H)
ALABAMA,"TENANTS, FIRST, LANDLORD LIVES IN SAME COUNTY AS MAJORITY OF AG LAND, RENTED TO TENANT - AREA RENTED, MEASURED IN COUNT",18005,(H)
ALABAMA,"TENANTS, FIRST, LEASE, ALLOWS PAYMENT ADJUSTMENT FOR UNUSUAL CONDITIONS - ACRES RENTED",180351,28.5
ALABAMA,"TENANTS, FIRST, LEASE, ALLOWS PAYMENT ADJUSTMENT FOR UNUSUAL CONDITIONS - AREA RENTED, MEASURED IN COUNT",2917,
ALABAMA,"TENANTS, FIRST, LEASE, PAYMENT TYPE, CASH, FIXED - ACRES RENTED",1780380,
ALABAMA,"TENANTS, FIRST, LEASE, PAYMENT TYPE, CASH, FIXED - ACRES RENTED",1355301,
ALABAMA,"TENANTS, FIRST, LEASE, PAYMENT TYPE, CASH, FIXED - ACRES RENTED",425079,
ALABAMA,"TENANTS, FIRST, LEASE, PAYMENT TYPE, CASH, FIXED - AREA RENTED, MEASURED IN COUNT",19572,
ALABAMA,"TENANTS, FIRST, LEASE, PAYMENT TYPE, CASH, FIXED - AREA RENTED, MEASURED IN COUNT",16379,
ALABAMA,"TENANTS, FIRST, LEASE, PAYMENT TYPE, CASH, FIXED - AREA RENTED, MEASURED IN COUNT",3193,
ALABAMA,"TENANTS, FIRST, LEASE, PAYMENT TYPE, FREE - ACRES RENTED",146166,
ALABAMA,"TENANTS, FIRST, LEASE, PAYMENT TYPE, FREE - AREA RENTED, MEASURED IN COUNT",5377,
ALABAMA,"TENANTS, FIRST, LEASE, PAYMENT TYPE, SHARE - ACRES RENTED",152768,
ALABAMA,"TENANTS, FIRST, LEASE, PAYMENT TYPE, SHARE - ACRES RENTED",139730,
ALABAMA,"TENANTS, FIRST, LEASE, PAYMENT TYPE, SHARE - AREA RENTED, MEASURED IN COUNT",3821,
ALABAMA,"TENANTS, FIRST, LEASE, PAYMENT TYPE, SHARE - AREA RENTED, MEASURED IN COUNT",3490,
ALABAMA,"TENANTS, FIRST, LEASE, RENEWAL TERM, ANNUAL - ACRES RENTED",1565567,
ALABAMA,"TENANTS, FIRST, LEASE, RENEWAL TERM, ANNUAL - ACRES RENTED",1225772,
ALABAMA,"TENANTS, FIRST, LEASE, RENEWAL TERM, ANNUAL - ACRES RENTED",339795,
ALABAMA,"TENANTS, FIRST, LEASE, RENEWAL TERM, ANNUAL - AREA RENTED, MEASURED IN COUNT",23611,
ALABAMA,"TENANTS, FIRST, LEASE, RENEWAL TERM, ANNUAL - AREA RENTED, MEASURED IN COUNT",20268,
ALABAMA,"TENANTS, FIRST, LEASE, RENEWAL TERM, ANNUAL - AREA RENTED, MEASURED IN COUNT",3343,
ALABAMA,"TENANTS, FIRST, LEASE, RENEWAL TERM, GE 4 YEARS - ACRES RENTED",468680,
ALABAMA,"TENANTS, FIRST, LEASE, RENEWAL TERM, GE 4 YEARS - ACRES RENTED",384441,
ALABAMA,"TENANTS, FIRST, LEASE, RENEWAL TERM, GE 4 YEARS - AREA RENTED, MEASURED IN COUNT",5161,
ALABAMA,"TENANTS, FIRST, LEASE, RENEWAL TERM, GE 4 YEARS - AREA RENTED, MEASURED IN COUNT",4677,
ALABAMA,"TENANTS, FIRST, LEASE, WRITTEN - ACRES RENTED",732496,
ALABAMA,"TENANTS, FIRST, LEASE, WRITTEN - ACRES RENTED",580689,
ALABAMA,"TENANTS, FIRST, LEASE, WRITTEN - ACRES RENTED",151807,
ALABAMA,"TENANTS, FIRST, LEASE, WRITTEN - AREA RENTED, MEASURED IN COUNT",6058,
ALABAMA,"TENANTS, FIRST, LEASE, WRITTEN - AREA RENTED, MEASURED IN COUNT",5111,
ALABAMA,"TENANTS, FIRST, LEASE, WRITTEN - AREA RENTED, MEASURED IN COUNT",947,
ALABAMA,"TENANTS, FIRST, RELATED TO A LANDLORD - ACRES RENTED",243498,
ALABAMA,"TENANTS, FIRST, RELATED TO A LANDLORD - ACRES RENTED",205366,
ALABAMA,"TENANTS, FIRST, RELATED TO A LANDLORD - AREA RENTED, MEASURED IN COUNT",5560,
ALABAMA,"TENANTS, FIRST, RELATED TO A LANDLORD - AREA RENTED, MEASURED IN COUNT",4876,
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, 5 TO 9 YEARS - ACRES RENTED",373955,26
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, 5 TO 9 YEARS - ACRES RENTED",268090,6.5
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, 5 TO 9 YEARS - ACRES RENTED",105865,58.8
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, 5 TO 9 YEARS - AREA RENTED, MEASURED IN COUNT",5139,29.2
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, 5 TO 9 YEARS - AREA RENTED, MEASURED IN COUNT",4184,3.7
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, 5 TO 9 YEARS - AREA RENTED, MEASURED IN COUNT",955,3.9
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, GE 10 YEARS - ACRES RENTED",1133698,4.4
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, GE 10 YEARS - ACRES RENTED",948943,8.6
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, GE 10 YEARS - ACRES RENTED",184755,30.4
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, GE 10 YEARS - AREA RENTED, MEASURED IN COUNT",15712,4.1
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, GE 10 YEARS - AREA RENTED, MEASURED IN COUNT",14081,5.9
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, GE 10 YEARS - AREA RENTED, MEASURED IN COUNT",1631,3.2
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, LT 5 YEARS - ACRES RENTED",619431,71.4
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, LT 5 YEARS - ACRES RENTED",456391,3.9
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, LT 5 YEARS - ACRES RENTED",163040,5.2
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, LT 5 YEARS - AREA RENTED, MEASURED IN COUNT",9143,4.2
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, LT 5 YEARS - AREA RENTED, MEASURED IN COUNT",7582,76.3
ALABAMA,"TENANTS, FIRST, YEARS RENTED TO TENANT, LT 5 YEARS - AREA RENTED, MEASURED IN COUNT",1561,2.5
ALABAMA,"TENANTS, SECOND - ACRES RENTED",239385,10.9
ALABAMA,"TENANTS, SECOND - ACRES RENTED",149530,4.8
ALABAMA,"TENANTS, SECOND - AREA RENTED, MEASURED IN COUNT",2866,5.4
ALABAMA,"TENANTS, SECOND - AREA RENTED, MEASURED IN COUNT",2237,7.2
ALABAMA,"TENANTS, SECOND - YEARS RENTED TO TENANT, AVG, MEASURED IN COUNT",2866,6.5
ALABAMA,"TENANTS, SECOND - YEARS RENTED TO TENANT, AVG, MEASURED IN COUNT",2237,9.4
ALABAMA,"TENANTS, SECOND - YEARS RENTED TO TENANT, AVG, MEASURED IN YEARS",7.7,2.9
ALABAMA,"TENANTS, SECOND - YEARS RENTED TO TENANT, AVG, MEASURED IN YEARS",7.6,8.4
ALABAMA,"TENANTS, SECOND, LEASE, PAYMENT TYPE, CASH, FIXED - ACRES RENTED",224772,10.3
ALABAMA,"TENANTS, SECOND, LEASE, PAYMENT TYPE, CASH, FIXED - ACRES RENTED",134916,5.2
ALABAMA,"TENANTS, SECOND, LEASE, PAYMENT TYPE, CASH, FIXED - AREA RENTED, MEASURED IN COUNT",2691,6.8
ALABAMA,"TENANTS, SECOND, LEASE, PAYMENT TYPE, CASH, FIXED - AREA RENTED, MEASURED IN COUNT",2062,7.1
ALABAMA,"TENANTS, SECOND, LEASE, RENEWAL TERM, ANNUAL - ACRES RENTED",192094,9.5
ALABAMA,"TENANTS, SECOND, LEASE, RENEWAL TERM, ANNUAL - ACRES RENTED",102238,7.6
ALABAMA,"TENANTS, SECOND, LEASE, RENEWAL TERM, ANNUAL - AREA RENTED, MEASURED IN COUNT",2355,8.9
ALABAMA,"TENANTS, SECOND, LEASE, RENEWAL TERM, ANNUAL - AREA RENTED, MEASURED IN COUNT",1726,13.7
ALABAMA,"TENANTS, SECOND, YEARS RENTED TO TENANT, LT 10 YEARS - ACRES RENTED",135171,16.4
ALABAMA,"TENANTS, SECOND, YEARS RENTED TO TENANT, LT 10 YEARS - AREA RENTED, MEASURED IN COUNT",1473,21.3
ALASKA,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - ACRES",0,11.2
ALASKA,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - ACRES",0,12.8
ALASKA,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",1,22.8
ALASKA,"AG LAND, ORGANIC - ACRES",376,1.3
ALASKA,"AG LAND, ORGANIC - ACRES",282,1.6
ALASKA,"AG LAND, ORGANIC - ACRES",94,4.6
ALASKA,"AG LAND, ORGANIC - NUMBER OF OPERATIONS",17,1.4
ALASKA,"AG LAND, ORGANIC - NUMBER OF OPERATIONS",7,2.8
ALASKA,"AG LAND, ORGANIC - NUMBER OF OPERATIONS",10,3.1
ALASKA,"AG LAND, ORGANIC, OWNED - ACRES",372,26.7
ALASKA,"AG LAND, ORGANIC, OWNED - ACRES",0,148.4
ALASKA,"AG LAND, ORGANIC, OWNED - ACRES",0,12
ALASKA,"AG LAND, ORGANIC, OWNED - NUMBER OF OPERATIONS",16,14.6
ALASKA,"AG LAND, ORGANIC, OWNED - NUMBER OF OPERATIONS",7,28.9
ALASKA,"AG LAND, ORGANIC, OWNED - NUMBER OF OPERATIONS",9,11.9
ALASKA,"AG LAND, ORGANIC, OWNED, TRANSITIONING - ACRES",0,14.2
ALASKA,"AG LAND, ORGANIC, OWNED, TRANSITIONING - NUMBER OF OPERATIONS",1,26.8
ALASKA,"AG LAND, ORGANIC, RENTED FROM OTHERS - ACRES",4,10
ALASKA,"AG LAND, ORGANIC, RENTED FROM OTHERS - ACRES",0,11
ALASKA,"AG LAND, ORGANIC, RENTED FROM OTHERS - ACRES",0,16.3
ALASKA,"AG LAND, ORGANIC, RENTED FROM OTHERS - NUMBER OF OPERATIONS",4,9.7
ALASKA,"AG LAND, ORGANIC, RENTED FROM OTHERS - NUMBER OF OPERATIONS",2,10.8
ALASKA,"AG LAND, ORGANIC, RENTED FROM OTHERS - NUMBER OF OPERATIONS",2,14.2
ALASKA,"AG LAND, ORGANIC, TRANSITIONING - ACRES",0,14.8
ALASKA,"AG LAND, ORGANIC, TRANSITIONING - ACRES",0,15.1
